,date,CELG_adjusted_close,CELG_cumulative_return,CELG_value,FB_adjusted_close,FB_cumulative_return,FB_value,GOOG_adjusted_close,GOOG_cumulative_return,GOOG_value,NVDA_adjusted_close,NVDA_cumulative_return,NVDA_value,SPY_adjusted_close,SPY_cumulative_return,SPY_value,portfolio_cumulative_return,portfolio_value
41,2016-12-05,116.56,1.12045,0.33613499999999996,117.43,0.912148,0.1824296,762.52,0.981541,0.2944623,91.88,1.36442,0.272884,221.0,1.02419,1.02419,1.0859109,1.0859109
42,2016-12-06,117.39,1.12842,0.338526,117.31,0.911216,0.18224320000000002,759.11,0.977152,0.2931456,93.39,1.38684,0.277368,221.7,1.02744,1.02744,1.0912828,1.0912828
43,2016-12-07,112.66,1.08296,0.32488799999999995,117.95,0.916188,0.1832376,771.19,0.992701,0.2978103,95.07,1.41179,0.28235800000000005,224.6,1.04087,1.04087,1.0882939,1.0882939
44,2016-12-08,113.06,1.0868,0.32604,118.91,0.923645,0.18472900000000003,776.42,0.999434,0.2998302,93.48,1.38818,0.277636,225.15,1.04342,1.04342,1.0882352000000002,1.0882352000000002
45,2016-12-09,113.47,1.09074,0.327222,119.68,0.929626,0.1859252,789.29,1.016,0.3048,91.82,1.36353,0.272706,226.51,1.04973,1.04973,1.0906532000000002,1.0906532000000002
46,2016-12-12,113.22,1.08834,0.326502,117.77,0.914789,0.1829578,789.27,1.01597,0.304791,89.59,1.33041,0.26608200000000004,226.25,1.04852,1.04852,1.0803328,1.0803328
47,2016-12-13,115.09,1.10632,0.33189599999999997,120.31,0.934519,0.1869038,796.1,1.02477,0.30743099999999995,91.17,1.35388,0.270776,227.76,1.05552,1.05552,1.0970068,1.0970068
48,2016-12-14,115.83,1.11343,0.33402899999999996,120.21,0.933742,0.1867484,797.07,1.02602,0.30780599999999997,96.45,1.43228,0.286456,225.88,1.04681,1.04681,1.1150394,1.1150394
49,2016-12-15,117.18,1.12641,0.337923,120.57,0.936539,0.18730780000000002,797.85,1.02702,0.308106,98.71,1.46584,0.29316800000000004,226.81,1.05112,1.05112,1.1265048000000002,1.1265048000000002
50,2016-12-16,116.62,1.12102,0.33630599999999994,119.87,0.931101,0.1862202,790.8,1.01794,0.305382,100.41,1.49109,0.29821800000000004,225.04,1.04291,1.04291,1.1261261999999999,1.1261261999999999
51,2016-12-19,115.73,1.11247,0.333741,119.24,0.926208,0.1852416,794.2,1.02232,0.30669599999999997,101.63,1.50921,0.301842,225.53,1.04518,1.04518,1.1275206,1.1275206
52,2016-12-20,118.52,1.13929,0.34178699999999995,119.09,0.925043,0.1850086,796.42,1.02518,0.307554,105.17,1.56178,0.312356,226.4,1.04922,1.04922,1.1467056,1.1467056
53,2016-12-21,115.85,1.11362,0.334086,119.04,0.924654,0.1849308,794.56,1.02278,0.306834,105.83,1.57158,0.31431600000000004,225.77,1.0463,1.0463,1.1401668,1.1401668
54,2016-12-22,117.87,1.13304,0.339912,117.4,0.911915,0.18238300000000002,791.26,1.01854,0.305562,107.11,1.59059,0.318118,225.38,1.04449,1.04449,1.145975,1.145975
55,2016-12-23,118.93,1.14323,0.34296899999999997,117.27,0.910906,0.18218120000000002,789.91,1.0168,0.30504,109.78,1.63023,0.32604600000000006,225.71,1.04602,1.04602,1.1562362,1.1562362
56,2016-12-27,117.92,1.13352,0.340056,118.01,0.916654,0.18333080000000002,791.55,1.01891,0.305673,117.32,1.7422,0.34844,226.27,1.04861,1.04861,1.1774998,1.1774998
57,2016-12-28,117.29,1.12746,0.338238,116.92,0.908187,0.1816374,785.05,1.01054,0.303162,109.25,1.62236,0.32447200000000004,224.4,1.03995,1.03995,1.1475094000000001,1.1475094000000001
58,2016-12-29,116.93,1.124,0.3372,116.35,0.903759,0.18075180000000002,782.79,1.00763,0.302289,111.43,1.65474,0.330948,224.35,1.03972,1.03972,1.1511888,1.1511888
59,2016-12-30,115.75,1.11266,0.333798,115.05,0.893662,0.1787324,771.82,0.993512,0.2980536,106.74,1.58509,0.317018,223.53,1.03592,1.03592,1.127602,1.127602
60,2017-01-03,118.75,1.1415,0.34245,116.86,0.907721,0.18154420000000002,786.14,1.01195,0.30358499999999994,102.01,1.51485,0.30297,225.24,1.04384,1.04384,1.1305492,1.1305492
61,2017-01-04,118.55,1.13958,0.341874,118.69,0.921936,0.1843872,786.9,1.01292,0.303876,104.39,1.55019,0.31003800000000004,226.58,1.05005,1.05005,1.1401752,1.1401752
62,2017-01-05,118.76,1.14159,0.34247700000000003,120.67,0.937315,0.18746300000000002,794.02,1.02209,0.306627,101.74,1.51084,0.302168,226.4,1.04922,1.04922,1.138735,1.138735
63,2017-01-06,119.64,1.15005,0.345015,123.41,0.958599,0.1917198,806.15,1.0377,0.31131000000000003,103.1,1.53104,0.30620800000000004,227.21,1.05297,1.05297,1.1542528,1.1542528
64,2017-01-09,120.21,1.15553,0.346659,124.9,0.970172,0.19403440000000002,806.65,1.03835,0.31150500000000003,107.28,1.59311,0.318622,226.46,1.04949,1.04949,1.1708204,1.1708204
65,2017-01-10,119.98,1.15332,0.34599599999999997,124.35,0.9659,0.19318000000000002,804.79,1.03595,0.310785,106.47,1.58108,0.31621600000000005,226.46,1.04949,1.04949,1.166177,1.166177
66,2017-01-11,117.24,1.12698,0.338094,126.09,0.979416,0.1958832,807.91,1.03997,0.311991,105.16,1.56163,0.31232600000000005,227.1,1.05246,1.05246,1.1582942,1.1582942
67,2017-01-12,117.08,1.12544,0.337632,126.62,0.983533,0.1967066,806.36,1.03797,0.31139100000000003,103.44,1.53609,0.307218,226.53,1.04982,1.04982,1.1529476,1.1529476
68,2017-01-13,117.48,1.12929,0.33878699999999995,128.34,0.996893,0.19937860000000002,807.88,1.03993,0.311979,103.43,1.53594,0.307188,227.05,1.05223,1.05223,1.1573326,1.1573326
69,2017-01-17,114.95,1.10497,0.331491,127.87,0.993242,0.1986484,804.61,1.03572,0.310716,101.11,1.50149,0.300298,226.25,1.04852,1.04852,1.1411533999999999,1.1411533999999999
70,2017-01-18,115.22,1.10757,0.332271,127.92,0.993631,0.19872620000000002,806.07,1.0376,0.31128,102.95,1.52881,0.30576200000000003,226.75,1.05084,1.05084,1.1480392000000001,1.1480392000000001
71,2017-01-19,113.62,1.09219,0.327657,127.55,0.990757,0.1981514,802.18,1.03259,0.30977699999999997,105.16,1.56163,0.31232600000000005,225.91,1.04695,1.04695,1.1479114,1.1479114
72,2017-01-20,112.66,1.08296,0.32488799999999995,127.04,0.986795,0.197359,805.02,1.03625,0.31087499999999996,104.01,1.54455,0.30891,226.74,1.05079,1.05079,1.142032,1.142032
73,2017-01-23,112.31,1.07959,0.323877,128.93,1.00148,0.200296,819.31,1.05464,0.316392,105.09,1.56059,0.312118,226.15,1.04806,1.04806,1.152683,1.152683
74,2017-01-24,112.45,1.08094,0.324282,129.37,1.00489,0.20097800000000002,823.87,1.06051,0.318153,107.33,1.59385,0.31877,227.6,1.05478,1.05478,1.1621830000000002,1.1621830000000002
75,2017-01-25,113.98,1.09565,0.328695,131.48,1.02128,0.204256,835.67,1.0757,0.32271,107.79,1.60068,0.32013600000000003,229.57,1.06391,1.06391,1.175797,1.175797
76,2017-01-26,111.53,1.07209,0.321627,132.78,1.03138,0.20627600000000001,832.15,1.07117,0.321351,109.65,1.6283,0.32566000000000006,229.33,1.0628,1.0628,1.1749140000000002,1.1749140000000002
77,2017-01-27,113.62,1.09219,0.327657,132.18,1.02672,0.20534400000000003,823.31,1.05979,0.31793699999999997,111.77,1.65979,0.33195800000000003,228.97,1.06113,1.06113,1.182896,1.182896
78,2017-01-30,113.18,1.08796,0.326388,130.98,1.0174,0.20348000000000002,802.32,1.03277,0.30983099999999997,110.02,1.6338,0.32676,227.55,1.05455,1.05455,1.1664590000000001,1.1664590000000001
79,2017-01-31,116.15,1.1165,0.33495,130.32,1.01227,0.20245400000000002,796.79,1.02565,0.307695,109.18,1.62132,0.32426400000000005,227.53,1.05445,1.05445,1.1693630000000002,1.1693630000000002
80,2017-02-01,117.41,1.12862,0.338586,133.23,1.03488,0.20697600000000002,795.7,1.02425,0.307275,113.95,1.69216,0.33843200000000007,227.62,1.05487,1.05487,1.1912690000000001,1.1912690000000001
81,2017-02-02,115.54,1.11064,0.333192,130.84,1.01631,0.20326200000000003,798.53,1.02789,0.308367,115.39,1.71354,0.342708,227.77,1.05557,1.05557,1.187529,1.187529
82,2017-02-03,115.64,1.1116,0.33347999999999994,130.98,1.0174,0.20348000000000002,801.49,1.0317,0.30951,114.38,1.69854,0.339708,229.34,1.06284,1.06284,1.186178,1.186178
83,2017-02-06,116.09,1.11593,0.334779,132.06,1.02579,0.205158,801.34,1.03151,0.309453,117.31,1.74206,0.348412,228.93,1.06094,1.06094,1.1978019999999998,1.1978019999999998
84,2017-02-07,116.26,1.11756,0.335268,131.84,1.02408,0.20481600000000003,806.97,1.03876,0.31162799999999996,119.13,1.76908,0.353816,228.94,1.06099,1.06099,1.2055280000000002,1.2055280000000002
85,2017-02-08,115.35,1.10881,0.332643,134.2,1.04241,0.20848200000000003,808.38,1.04057,0.312171,118.61,1.76136,0.35227200000000003,229.24,1.06238,1.06238,1.205568,1.205568
86,2017-02-09,116.74,1.12218,0.33665399999999995,134.14,1.04194,0.20838800000000002,809.56,1.04209,0.312627,116.38,1.72824,0.345648,230.6,1.06868,1.06868,1.203317,1.203317
87,2017-02-10,115.61,1.11131,0.333393,134.19,1.04233,0.208466,813.67,1.04738,0.314214,113.62,1.68726,0.33745200000000003,231.51,1.0729,1.0729,1.1935250000000002,1.1935250000000002
88,2017-02-13,116.42,1.1191,0.33573,134.05,1.04125,0.20825000000000002,819.24,1.05455,0.316365,108.38,1.60944,0.321888,232.77,1.07874,1.07874,1.182233,1.182233
89,2017-02-14,117.02,1.12487,0.337461,133.85,1.03969,0.207938,820.45,1.05611,0.31683300000000003,108.78,1.61538,0.32307600000000003,233.7,1.08305,1.08305,1.185308,1.185308
90,2017-02-15,120.47,1.15803,0.34740899999999997,133.44,1.03651,0.20730200000000001,818.98,1.05422,0.316266,109.0,1.61865,0.32373,234.92,1.0887,1.0887,1.1947070000000002,1.1947070000000002
91,2017-02-16,118.66,1.14063,0.342189,133.84,1.03961,0.207922,824.16,1.06089,0.318267,107.25,1.59266,0.31853200000000004,234.72,1.08777,1.08777,1.1869100000000001,1.1869100000000001
92,2017-02-17,121.16,1.16466,0.349398,133.53,1.03721,0.20744200000000002,828.07,1.06592,0.319776,107.23,1.59237,0.31847400000000003,235.09,1.08949,1.08949,1.19509,1.19509
93,2017-02-21,119.44,1.14813,0.344439,133.72,1.03868,0.20773600000000003,831.66,1.07054,0.321162,111.07,1.64939,0.329878,236.49,1.09598,1.09598,1.2032150000000001,1.2032150000000001
94,2017-02-22,119.27,1.1465,0.34395000000000003,136.12,1.05732,0.211464,830.76,1.06938,0.320814,110.76,1.64479,0.32895800000000003,236.28,1.095,1.095,1.205186,1.205186
95,2017-02-23,119.46,1.14832,0.34449599999999997,135.36,1.05142,0.21028400000000003,831.33,1.07012,0.321036,100.49,1.49228,0.298456,236.44,1.09575,1.09575,1.1742720000000002,1.1742720000000002
96,2017-02-24,118.23,1.1365,0.34095000000000003,135.44,1.05204,0.21040800000000004,828.64,1.06665,0.31999500000000003,101.46,1.50668,0.30133600000000005,236.74,1.09714,1.09714,1.172689,1.172689
97,2017-02-27,121.78,1.17062,0.351186,136.41,1.05958,0.211916,829.28,1.06748,0.320244,104.41,1.55049,0.310098,237.11,1.09885,1.09885,1.193444,1.193444
98,2017-02-28,123.51,1.18725,0.35617499999999996,135.54,1.05282,0.21056400000000003,823.21,1.05966,0.317898,101.48,1.50698,0.301396,236.47,1.09588,1.09588,1.186033,1.186033
99,2017-03-01,123.7,1.18908,0.356724,137.42,1.06742,0.213484,835.24,1.07515,0.322545,102.79,1.52643,0.305286,239.78,1.11122,1.11122,1.198039,1.198039
100,2017-03-02,122.24,1.17505,0.35251499999999997,136.76,1.0623,0.21246,830.63,1.06921,0.32076299999999996,99.0,1.47015,0.29403,238.27,1.10423,1.10423,1.179768,1.179768
101,2017-03-03,123.66,1.1887,0.35661000000000004,137.17,1.06548,0.213096,829.08,1.06722,0.320166,98.43,1.46169,0.292338,238.42,1.10492,1.10492,1.18221,1.18221
102,2017-03-06,123.52,1.18735,0.35620499999999994,137.42,1.06742,0.213484,827.78,1.06555,0.319665,97.67,1.4504,0.29008,237.71,1.10163,1.10163,1.179434,1.179434
103,2017-03-07,122.08,1.17351,0.352053,137.3,1.06649,0.213298,831.91,1.07086,0.321258,98.74,1.46629,0.293258,237.0,1.09834,1.09834,1.179867,1.179867
104,2017-03-08,123.04,1.18274,0.35482199999999997,137.72,1.06975,0.21395,835.37,1.07532,0.322596,98.56,1.46362,0.292724,236.56,1.0963,1.0963,1.184092,1.184092
105,2017-03-09,125.13,1.20283,0.36084900000000003,138.24,1.07379,0.214758,838.68,1.07958,0.323874,98.54,1.46332,0.292664,236.86,1.09769,1.09769,1.192145,1.192145
106,2017-03-10,124.0,1.19196,0.35758799999999996,138.79,1.07806,0.21561200000000003,843.25,1.08546,0.32563800000000004,99.12,1.47193,0.294386,237.69,1.10154,1.10154,1.1932239999999998,1.1932239999999998
107,2017-03-13,124.43,1.1961,0.35883,139.6,1.08436,0.216872,845.54,1.08841,0.326523,101.85,1.51247,0.30249400000000004,237.81,1.10209,1.10209,1.204719,1.204719
108,2017-03-14,124.68,1.1985,0.35955,139.32,1.08218,0.216436,845.62,1.08851,0.32655300000000004,101.78,1.51143,0.30228600000000005,236.9,1.09788,1.09788,1.204825,1.204825
109,2017-03-15,126.88,1.21965,0.36589499999999997,139.72,1.08529,0.21705800000000003,847.2,1.09054,0.327162,102.55,1.52287,0.304574,238.95,1.10738,1.10738,1.2146890000000001,1.2146890000000001
110,2017-03-16,126.62,1.21715,0.365145,139.99,1.08739,0.21747800000000003,848.78,1.09258,0.327774,103.81,1.54158,0.30831600000000003,238.48,1.1052,1.1052,1.2187130000000002,1.2187130000000002
111,2017-03-17,125.77,1.20898,0.36269399999999996,139.84,1.08622,0.217244,852.12,1.09688,0.329064,106.07,1.57514,0.31502800000000003,237.03,1.09848,1.09848,1.22403,1.22403
112,2017-03-20,126.51,1.21609,0.36482699999999996,139.94,1.087,0.2174,848.4,1.09209,0.327627,109.45,1.62533,0.325066,236.77,1.09728,1.09728,1.23492,1.23492
113,2017-03-21,123.82,1.19023,0.35706899999999997,138.51,1.07589,0.215178,830.46,1.069,0.3207,105.91,1.57277,0.314554,233.73,1.08319,1.08319,1.207501,1.207501
114,2017-03-22,123.37,1.18591,0.355773,139.59,1.08428,0.216856,829.59,1.06788,0.320364,108.07,1.60484,0.32096800000000003,234.28,1.08574,1.08574,1.213961,1.213961
115,2017-03-23,123.22,1.18447,0.35534099999999996,139.53,1.08381,0.216762,817.58,1.05242,0.31572599999999995,107.09,1.59029,0.318058,234.03,1.08458,1.08458,1.2058869999999997,1.2058869999999997
116,2017-03-24,123.38,1.186,0.35579999999999995,140.34,1.0901,0.21802000000000002,814.43,1.04836,0.31450799999999995,107.47,1.59593,0.319186,233.86,1.08379,1.08379,1.207514,1.207514
117,2017-03-27,124.86,1.20023,0.360069,140.32,1.08995,0.21799000000000002,819.51,1.0549,0.31647,108.25,1.60751,0.321502,233.62,1.08268,1.08268,1.216031,1.216031
118,2017-03-28,124.43,1.1961,0.35883,141.76,1.10113,0.220226,820.92,1.05672,0.317016,107.69,1.5992,0.31984,235.32,1.09056,1.09056,1.2159119999999999,1.2159119999999999
119,2017-03-29,124.09,1.19283,0.35784900000000003,142.65,1.10805,0.22161,831.41,1.07022,0.32106599999999996,107.34,1.594,0.31880000000000003,235.54,1.09157,1.09157,1.219325,1.219325
120,2017-03-30,124.34,1.19523,0.35856899999999997,142.41,1.10618,0.221236,831.5,1.07033,0.32109899999999997,109.4,1.62459,0.32491800000000004,236.29,1.09505,1.09505,1.225822,1.225822
121,2017-03-31,124.43,1.1961,0.35883,142.05,1.10339,0.22067800000000004,829.56,1.06784,0.32035199999999997,108.93,1.61761,0.32352200000000003,235.74,1.0925,1.0925,1.223382,1.223382
122,2017-04-03,124.05,1.19244,0.357732,142.28,1.10517,0.221034,838.55,1.07941,0.32382299999999997,108.38,1.60944,0.321888,235.33,1.0906,1.0906,1.2244769999999998,1.2244769999999998
123,2017-04-04,124.77,1.19937,0.359811,141.73,1.1009,0.22018000000000001,834.57,1.07429,0.322287,100.78,1.49658,0.299316,235.48,1.0913,1.0913,1.201594,1.201594
124,2017-04-05,124.18,1.19369,0.35810699999999995,141.85,1.10183,0.22036600000000003,831.41,1.07022,0.32106599999999996,100.03,1.48545,0.29709,234.78,1.08805,1.08805,1.196629,1.196629
125,2017-04-06,124.3,1.19485,0.35845499999999997,141.17,1.09655,0.21931,827.88,1.06567,0.31970099999999996,100.76,1.49629,0.29925799999999997,235.44,1.09111,1.09111,1.1967240000000001,1.1967240000000001
126,2017-04-07,125.58,1.20715,0.362145,140.78,1.09352,0.218704,824.67,1.06154,0.31846199999999997,100.33,1.4899,0.29798,235.2,1.09,1.09,1.1972909999999999,1.1972909999999999
127,2017-04-10,125.92,1.21042,0.363126,141.04,1.09554,0.219108,824.73,1.06162,0.318486,97.77,1.45189,0.29037799999999997,235.34,1.09065,1.09065,1.191098,1.191098
128,2017-04-11,125.06,1.20215,0.360645,139.92,1.08684,0.217368,823.35,1.05984,0.31795199999999996,98.12,1.45708,0.291416,235.06,1.08935,1.08935,1.1873809999999998,1.1873809999999998
129,2017-04-12,125.15,1.20302,0.360906,139.58,1.0842,0.21684000000000003,824.32,1.06109,0.318327,97.31,1.44506,0.289012,234.03,1.08458,1.08458,1.185085,1.185085
130,2017-04-13,124.45,1.19629,0.358887,139.39,1.08272,0.216544,823.56,1.06011,0.318033,95.49,1.41803,0.28360599999999997,232.51,1.07753,1.07753,1.17707,1.17707
131,2017-04-17,125.07,1.20225,0.360675,141.42,1.09849,0.219698,837.17,1.07763,0.323289,99.23,1.47357,0.29471400000000003,234.57,1.08708,1.08708,1.198376,1.198376
132,2017-04-18,123.01,1.18245,0.35473499999999997,140.96,1.09492,0.21898399999999998,836.82,1.07718,0.323154,99.29,1.47446,0.29489200000000004,233.87,1.08384,1.08384,1.191765,1.191765
133,2017-04-19,122.92,1.18158,0.354474,142.27,1.1051,0.22102,838.21,1.07897,0.323691,99.68,1.48025,0.29605000000000004,233.44,1.08184,1.08184,1.195235,1.195235
134,2017-04-20,123.27,1.18495,0.355485,143.8,1.11698,0.22339600000000004,841.65,1.0834,0.32502,101.26,1.50371,0.30074200000000006,235.34,1.09065,1.09065,1.204643,1.204643
135,2017-04-21,122.26,1.17524,0.352572,143.68,1.11605,0.22321000000000002,843.19,1.08538,0.325614,101.68,1.50995,0.30199,234.59,1.08717,1.08717,1.203386,1.203386
136,2017-04-24,123.15,1.18379,0.355137,145.47,1.12995,0.22599000000000002,862.76,1.11057,0.333171,102.95,1.52881,0.30576200000000003,237.17,1.09913,1.09913,1.2200600000000001,1.2200600000000001
137,2017-04-25,125.52,1.20658,0.36197399999999996,146.49,1.13787,0.227574,872.3,1.12285,0.33685499999999996,104.74,1.55539,0.311078,238.55,1.10552,1.10552,1.2374809999999998,1.2374809999999998
138,2017-04-26,125.2,1.2035,0.36105,146.56,1.13842,0.227684,871.73,1.12212,0.336636,104.02,1.5447,0.30894,238.4,1.10483,1.10483,1.23431,1.23431
